Resultados Elecciones Generales Congresal - 

"AMAZONAS"
""
""
"Electores hábiles","Participación ciudadana","(%)Participación Ciudadana"
"306,186","184,104","60.128"
""
""
" ","Total",1,2,3,4
"FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP","2,000","846","119","704","12"
"PARTIDO NACIONALISTA PERUANO","11,651","1,689","801","1,377","36"
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","2,923","802","621","403","24"
"PARTIDO MORADO","3,641","1,688","453","113","26"
"VICTORIA NACIONAL","6,109","3,751","1,052","74","26"
"ACCION POPULAR","12,483","2,658","2,510","482","983"
"PODEMOS PERU","7,905","1,059","220","4,537","13"
"JUNTOS POR EL PERU","6,764","1,628","1,668","947","61"
"PARTIDO POPULAR CRISTIANO - PPC","432","59","20","67","8"
"FUERZA POPULAR","14,071","2,575","2,224","151","74"
"UNION POR EL PERU","7,865","3,533","1,078","152","1,085"
"RENOVACION POPULAR","4,871","1,514","469","74","41"
"RENACIMIENTO UNIDO NACIONAL","790","164","28","20","3"
"PARTIDO DEMOCRATICO SOMOS PERU","5,477","2,744","474","70","67"
"PARTIDO POLITICO NACIONAL PERU LIBRE","20,696","5,268","1,739","339","126"
"DEMOCRACIA DIRECTA","336","93","25","28","3"
"ALIANZA PARA EL PROGRESO","11,211","2,805","1,283","454","1,613"
"TOTAL DE VOTOS VÁLIDOS","119,225","","","",""
"VOTOS BLANCOS","32,132","","","",""
"VOTOS NULOS","32,747","","","",""
"TOTAL DE VOTOS EMITIDOS","184,104","","","",""
""
""
"Actas","Actas Procesadas 100.000%","Actas Enviadas al JNE"
"1,105","1,105","0"
""
""
"INFORMACIóN REFERENCIAL"
"MESAS INSTALADAS(N)","MESAS NO INSTALADAS(O)","MESAS POR INFORMAR(P)"
"1,105","0","0"
""
""
"ACTAS ENVIADAS AL JNE"
"Con Votos Impugnados","Con Error Material","Con Ilegibilidad","Incompleta","Con Solicitud de Nulidad","Acta sin datos","Acta Extraviada","Acta Siniestrada","Acta sin Firmas","Con mas de un tipo de Observacion"
"0","0","0","0","0","0","0","0","0","0"
""
""
"ANULADOS POR RESOLUCIóN"
"CONTALIZABILIZADAS ANULADAS(L)","ACTAS DE MESAS NO INSTALADAS(M)"
"20","0"
""
""
"ACTAS POR PROCESAR(0.000)%"
"0"
""
""
